agarwal industrial 
agricult.bnk of 
shw ag
schindler holding 
agritec systems 
haikui seafood 
china liaoning 
telekom austria 
rwe ag 
kgn agro 
rbs rogers 
arctic glacier 
softline ag
agl resources 
hiddn solutions 
0
heidelbergcement ag
naturite agro 
agenus 
muehlhan ag
koenig & 
dufry ag
helveticstar holding 
micronas semiconductor 
gategroup holding 
stardsl ag
allreal holding 
pantaflix ag
vz holding 
interroll holding 
myhammer holding 
rei agro 
ubs ag 
porr ag
leonteq ag
isra vision 
pearlagri.bo
simplex trading 
jungfraubahn holding 
vtg ag 
h�gli holding 
bkw ag
morphosys ag
ktg agrar 
bumitama agri 
agiv real 
roche holding 
grammer aktiengesellschaft
pt provident 
ktg agrar
the hour 
dragon holdings 
federal agricultural 
argo investments 
8wp.f
ams ag
0
agilent technologies 
hochtief aktiengesellschaft
agennix ag
biotest aktiengesellschaft
minnova 
pferdewetten.de ag
bumitama agri 
thoresen thai 
brasilagro - 
shri anjaney 
mayr-melnhof karton 
agf management 
singulus technologies 
warteck invest 
0
rational ag
kencana agri 
wilex ag
lenzing aktiengesellschaft
ag4.f
incity immobilien 
anglogold ashanti 
gsw immobilien 
gaia agro 
gruairport d21 
sika ag
sartorius aktiengesellschaft
national steel 
gaia agro 
verdescampospnb* mb
s immo 
archon industries 
max 21 
agriminco 
ceconomy ag
china agri-industries 
osram licht 
washtec ag
0
0
man shing 
agios pharmaceuticals 
highlight communications 
komax holding 
facc ag
valora holding 
0
atheronova 
archon minerals 
ahluwalia contracts 
alpha technologies 
arctic hunter 
ashford hospitality 
alta natural 
asian hotels 
ahalife holdings 
aspen insurance 
event hospitality 
anhui conch 
alhambra resources 
anchorage international 
ahold, kon. 
metalyst forgings 
ahola-a.st
ahura welding 
7315@bn.kl
ahoc.f
amanahraya
s�o paulo 
ahimsa industries 
ascom holding 
ahimsa industries 
asahi intec 
ascena retail 
aikchol hospital 
0
ascom hldg 
pure energy 
ahimsa industries 
0
allied hotel 
western potash 
artha resources 
ascom holding 
0
western potash 
amarc resources 
asian hotels 
aapico hitech 
asahi kasei 
asahi kasei 
koninklijke ahold
mei ah 
0
oyj ahola 
automotive holdings 
antler hill 
ascena retail 
alibaba gr.hldg 
alibaba gr.hldg 
asaleo care 
asahi broadcasting 
asian hotels 
0
hoffmann ahg 
0
australian ethical 
american home 
nexans hell. 
0
aheb3f.sa
western potash 
apiam animal 
ahimsa industries 
aapico hitech 
allegiance coal 
s�o paulo 
ahlstrom oyj 
ahimsa industries 
ahold n.v., 
ark mines 
american woodmark 
ashford hospitality 
axt  
s�o paulo 
hess  
aheb5f.sa
logiq asset 
axt
ahluwalia contracts 
alta natural 
ahlstrom oyj
asian hotels 
ahimsa industries 
0
fenerbahce futbol 
australian dairy 
hess  
atom energy 
koninklijke ahold 
amc entertainment 
ahmedabad steelcraft 
amc entertainment 
ahold delhaize
aikchol hospital 
ahimsa industries 
cuotas participativas 
ahlstrom oyj
athena resource 
a.h.t. syngas 
ahb holdings 
hess  
anchor resources 
ahold delhaize
ahold, kon. 
0
pure energy 
international consolidated 
cathay pacific 
clean air 
singapore airlines 
auckland international 
aixtron se
apartment investment 
avigilon corporation
almonty industries 
altus group 
airea plc
allied irish 
atrium mortgage 
sydney airport 
singapore airlines 
samui airport 
0
malaysia airports
martin aircraft 
airiq 
intern.cons.airl.gr.
international consolidated 
gol linhas 
aimia 
aircastle limited
el al 
cathay pac. 
cathay pacific 
china aircraft 
cebu air
beijing capital 
international consolidated 
air temp 
aisin seiki, 
ainsworth lumber 
aixtron se
alix resources 
aldridge minerals 
aviva plc
airspan networks 
airbus se
airbus
airbus se
airbus
air liquide, 
alternative investment 
asciano limited
axiom holdings
aims-amp capital 
pt. akbar 
aimia inc 
aimia inc 
ameren illinois 
ameren illinois 
air liquide, 
air liquide, 
aiful corporation
asian mineral 
aici cap 
ai champdany 
air china 
aia engineering 
auckland international 
sarossa plc
airlux electrical, 
financ/termo
sealed air 
maxima air 
new century 
financ/termo
financ/termo
financ/termo
american international 
financ/termo
financ/termo
airbus se
financ/termo
5099@bn.kl
aiml*
financ/termo
financ/termo
e for 
financ/termo
ameren illinois 
financ/termo
financ/termo
0
delta air 
financ/termo
sydney airport 
financ/termo
spirit airlines 
financ/termo
republic airways 
spirit airlines 
ai document 
air liquide 
asciano limited
american airlines 
0
financ/termo
to2 basket 
financ/termo
0
financ/termo
financ/termo
financ/termo
aixtron se
aiaeng6.bo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
hargreave hale 
financ/termo
0
financ/termo
grupo financiero 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
cathay pacific 
financ/termo
financ/termo
airbus se 
financ/termo
aira capital 
financ/termo
bhartiartl4.bo
bangkok airways 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
0
air france 
financ/termo
financ/termo
financ/termo
financ/termo
sydney airport 
amer.intl grp 
financ/termo
ashapura intimates 
financ/termo
ameren illinois 
financ/termo
financ/termo
airopack techn. 
financ/termo
financ/termo
0
financ/termo
financ/termo
singapore airlines 
financ/termo
financ/termo
financ/termo
intern.cons.airl.gr.
american international 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
beijing cap.intl 
financ/termo
hong kong 
0
aia engineering 
financ/termo
delta air 
financ/termo
financ/termo
singapore airlines 
financ/termo
financ/termo
financ/termo
financ/termo
airports o.thai-for-ba 
financ/termo
financ/termo
financ/termo
axiom holdings
financ/termo
financ/termo
financ/termo
airesis sa
financ/termo
compaϭa introductora 
thai airways 
financ/termo
financ/termo
financ/termo
sealed air 
financ/termo
airoha technology 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
singapore airlines 
financ/termo
intern.cons.airl.gr.
alaska air 
asia plus 
amadeus it 
financ/termo
financ/termo
intern.cons.airl.gr. adr
air methods 
financ/termo
norwegian air 
aixtron se 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
china eastern 
financ/termo
aixtron n
fashion bel 
financ/termo
aia group 
financ/termo
financ/termo
financ/termo
financ/termo
aa
financ/termo
financ/termo
beijing capital 
financ/termo
financ/termo
0
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
apartment investment 
aia group 
financ/termo
financ/termo
financ/termo
thai air.itl 
continental airl 
aeolian investment 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
advanced information 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
0
financ/termo
air liquide, 
kobenh.lufthav.nam. dk100
financ/termo
air products 
0
alaska air 
financ/termo
financ/termo
cathay pac. 
financ/termo
0
aira capital 
financ/termo
financ/termo
financ/termo
financ/termo
5014@bn.kl
financ/termo
nok airlines 
bharti airtel 
financ/termo
internat. cons. 
airopack technology 
aiii.a
asia satellite 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
airports thail.-nvdr-ba 
amadeus it 
airi.a
financ/termo
amino tech
delta air 
financ/termo
air prod. 
amer.intl grp 
aimia inc 
financ/termo
international consolidated 
financ/termo
ameren illinois 
financ/termo
financ/termo
financ/termo
aimco pesticides 
financ/termo
a infrastructure 
financ/termo
financ/termo
financ/termo
aldridge minerals 
aida pharmaceuticals
southwest airlines
american international 
asian television 
aurora global 
jetblue airways 
kfa6.bo
financ/termo
financ/termo
financ/termo
financ/termo
0
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
air canada 
aixtron se
0
airports o.thai-for-ba 
financ/termo
financ/termo
bangkok airways-fgn- 
aimia 
financ/termo
financ/termo
aisin seiki 
financ/termo
financ/termo
thai airways 
wizz air 
airwork holdings 
japan airlines 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
aixtron se 
southw. airl. 
financ/termo
axia international 
financ/termo
aia group 
0
l'air liquide
financ/termo
financ/termo
airports of 
financ/termo
airesis sa
sydney airport 
financ/termo
financ/termo
financ/termo
air transport 
financ/termo
financ/termo
financ/termo
financ/termo
air china 
apartment investment 
ai energy 
ai champdany 
financ/termo
rite aid 
financ/termo
aixtron se
american international 
financ/termo
financ/termo
hi ai 
air liquide, 
air liquide 
financ/termo
airbus
latam airlines 
financ/termo
financ/termo
air methods 
financ/termo
jetblue airways 
air prod. 
financ/termo
financ/termo
octopus aim 
financ/termo
air liquide, 
financ/termo
financ/termo
financ/termo
delta air 
financ/termo
aia 15/11/16 
wizz air 
financ/termo
auckland international 
financ/termo
financ/termo
airports of 
0
aim explorations 
financ/termo
aisin seiki, 
financ/termo
thai air.itl 
airports of 
financ/termo
0
financ/termo
financ/termo
air liquide-sa 
financ/termo
financ/termo
financ/termo
financ/termo
bangkok airways 
hong kong 
japan airlines, 
superia.bo
financ/termo
financ/termo
texchem-pack^
financ/termo
air water 
financ/termo
jet airways 
financ/termo
financ/termo
aia group 
kingfisher airlines 
azz  
financ/termo
amadeus it 
asia plus 
0
azz  
financ/termo
sealed air 
0
financ/termo
financ/termo
financ/termo
air france-klm 
financ/termo
financ/termo
financ/termo
airiq 
financ/termo
financ/termo
singapore airlines 
authum investment 
financ/termo
financ/termo
financ/termo
auckland international 
ameren illinois 
financ/termo
wesco aircraft 
financ/termo
authorised investment 
e for 
aims property 
airbus
air lease 
financ/termo
0
financ/termo
ameren illinois 
anubhav industrial 
cathay pac. 
financ/termo
discovery air 
aircastle ltd. 
financ/termo
ameren illinois 
southwest airlines 
financ/termo
wesco aircraft 
financ/termo
air water 
financ/termo
financ/termo
financ/termo
financ/termo
alaska air 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
american international 
financ/termo
financ/termo
financ/termo
sydney airport 
financ/termo
norwegian air 
buenos aires 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
amer.intl grp 
financ/termo
financ/termo
ameren illinois 
southw. airl. 
rite aid 
financ/termo
singapore airlines 
norwegian air 
financ/termo
ameren illinois 
japan airlines, 
financ/termo
bhartiartl6.bo
financ/termo
ai energy 
patels airtemp 
financ/termo
bharti airtel 
financ/termo
financ/termo
singapore airlines 
air berlin 
southw. airl. 
financ/termo
financ/termo
financ/termo
alliance integrated 
ail.bo
financ/termo
financ/termo
financ/termo
air liquide 
financ/termo
financ/termo
aurion resources 
aipcl
atlas air 
japan airlines 
financ/termo
financ/termo
alliance hlth.svc.dl 
discovery air 
financ/termo
financ/termo
amadeus it 
financ/termo
0
financ/termo
financ/termo
aimcore technology, 
air products 
financ/termo
thai air.itl 
financ/termo
financ/termo
airports thail.-nvdr-ba 
financ/termo
aimmune therapeutics
financ/termo
aimia 
financ/termo
martin aircraft 
financ/termo
financ/termo
rite aid 
air liquide 
air partner 
financ/termo
financ/termo
financ/termo
financ/termo
nok airlines 
ail6.bo
american airlines 
aixtron se 
astec industries
financ/termo
financ/termo
l'sea resources 
financ/termo
financ/termo
financ/termo
airmate (cayman) 
bangkok airways 
financ/termo
china eastern 
financ/termo
financ/termo
sydney airport 
atresmedia corp
financ/termo
financ/termo
asia plus 
american airlines 
financ/termo
financ/termo
aixtron se 
financ/termo
financ/termo
financ/termo
financ/termo
0
financ/termo
financ/termo
financ/termo
meritor
jet airways 
financ/termo
financ/termo
auckland international 
ai champdany 
financ/termo
financ/termo
financ/termo
financ/termo
hargreave hale 
financ/termo
financ/termo
financ/termo
financ/termo
airopack techn. 
financ/termo
0
aisin seiki, 
financ/termo
singapore airlines 
ait corp
ainsworth game 
financ/termo
financ/termo
financ/termo
financ/termo
american airlines 
airbus
lexicon building 
republic airways 
aisa.mc
financ/termo
financ/termo
gol linhas 
norwegian air 
financ/termo
financ/termo
meritor 
financ/termo
0
cathay pacific 
88867.st
financ/termo
airxpanders
0
ap oil 
aintree resources 
air 15/11/2016 
0
ail4.bo
3538.two
financ/termo
financ/termo
ameren illinois 
0
rite aid 
ibrasil ibr
financ/termo
ashapura intimates 
financ/termo
armidale investment 
financ/termo
financ/termo
financ/termo
financ/termo
wizz air 
aldridge minerals 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
sealed air 
american international 
financ/termo
aixtron se 
financ/termo
0
airasia berhad
financ/termo
air liquide 
japan airport 
ifast corporation 
latam airlines 
financ/termo
financ/termo
buenos aires(prov) 
amer.intl grp 
astivita limited
financ/termo
spirit airlines 
ameren illinois 
financ/termo
financ/termo
beijing c.intl 
financ/termo
0
financ/termo
kingfisher airlines 
financ/termo
financ/termo
aib.be
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
albany international 
financ/termo
financ/termo
financ/termo
nok airlines 
financ/termo
china eastern 
financ/termo
financ/termo
advanced info 
asian insulators 
beijing capital 
nok airlines 
auckland international 
china southern 
financ/termo
financ/termo
financ/termo
0
financ/termo
financ/termo
asian insulators 
a.i.s. resources 
financ/termo
financ/termo
financ/termo
financ/termo
airports of 
0
financ/termo
financ/termo
financ/termo
alliance healthcare 
apartm.inv. mgmt 
airports of 
financ/termo
ashapura intimates 
financ/termo
financ/termo
air canada 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
american airlines 
advanced information 
financ/termo
financ/termo
financ/termo
0
asia now 
evitrade health 
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
financ/termo
octopus aim 
airbus
air transport 
financ/termo
financ/termo
westjet airlines 
0
singapore airlines 
airbus
aida minerals 
norwegian air 
financ/termo
financ/termo
financ/termo
financ/termo
amadeus it 
financ/termo
gol linhas 
financ/termo
min aik 
financ/termo
financ/termo
financ/termo
financ/termo
ge power 
airbus se
aic 
huatai-pb sse 
financ/termo
airbus se
aixtron se 
financ/termo
financ/termo
0
artificial life
financ/termo
delta air 
financ/termo
financ/termo
aishwarya technologies 
sydney airport 
china eastern 
financ/termo
financ/termo
0
ajs bancorp
ajinomoto
aja cannafacturing
bce inc 
arca continental, 
asaplus resources 
alexium international 
ashmore group 
ajmera realty 
aj lucas 
asian american 
aj greentech 
sino united 
doccheck ag
doccheck ag 
0
ajinomoto
arcus development 
anges
royal bank 
ajiya berhad
south pacific 
0
ajanta pharma 
south pacific 
ajmera realty 
asia pacific 
ajinomoto
aj advance 
analogic  
aj17x.ba
atlantis japan 
doccheck ag 
ajanta pharma 
artprice.com
anges
ajinomoto
ouhua energy 
south pacific 
altura mining 
a.j. plast 
analogic corporation
analogic  
ajanta soya 
south pacific 
ajisen (china) 
ajel limited
artprice.com inh.eo 
aj networks, 
argentina(rep of) 
south pacific 
artprice.com  
a.j. plast 
ajcon global 
shree ajit 
aj lucas 
shree ajit 
ajinomoto
amsurg 
ajanta pharma 
central china 
0
0
ajisen(china)hldgs hd-,10
2658@bn.kl
ajinomoto malaysia 
doccheck ag 
atlantis japan 
svenska cellulosa 
svenska cellulosa 
siemens aktiengesellschaft
svenska cellulosa 
aksys ltd.
pt akr 
linde aktiengesellschaft
gea group 
gea group 
continental aktiengesellschaft
aker philadelphia 
arkados group
telia company 
sectra ab 
holmen aktiebolag 
holmen aktiebolag 
holmen aktiebolag 
ericsson lm 
as ekspress 
d�rr aktiengesellschaft
deutsche lufthansa 
continental aktiengesellschaft
bachem holding 
bce inc 
0
amcbf five 
public joint 
industrias ch 
industrias ch, 
akastor asa
akfen holding
akenerji elektrik 
arkema 
arkados group
asustek computer 
akbank t.a.s.
akbank t.a.s.
akebono brake 
akebono brake 
akar tools 
alk-abell� a/s
aker asa
akastor asa
akc-p.v
integer.pl spolka 
ak steel 
phoenix metals 
akzo nobel 
cd projekt 
akzo nobel 
grupa azoty 
0
drillisch aktiengesellschaft
auckland city 
vistula group 
akamai technologies
aktieselskabet schouw 
akva group 
bauer aktiengesellschaft
akr corporindo 
teak holz 
akamai tech. 
akenv.nx
k+s aktiengesellschaft
aktiebolaget industriv?rden
alaska hydro 
linde aktiengesellschaft
akzo nobel 
polskie g�rnictwo 
aktiebolaget industriv?rden
pt argha 
akzo nobel 
t2z.sg
altima resources 
alkane resources 
akorn
polski koncern 
fielmann ag
akamai tech. 
software aktiengesellschaft
akd sa
majapahit inti 
arctic paper 
aktia bank 
deutsche lufthansa 
borussia dortmund 
rh?n-klinikum aktiengesellschaft
koenig & 
apb apranga
k+s aktiengesellschaft
promotora y 
aker asa 
ametek  
akaimpx.bo
sartorius aktiengesellschaft
semperit aktiengesellschaft 
akastor asa
aktiebolaget fastator 
0
usak seramik 
lenzing aktiengesellschaft
akka technologies
ak61.f
aker solutions 
ak steel 
m�nchener r�ckversicherungs-gesellschaft 
usas yatirimlar 
alior bank 
aktiengesellschaft tokugawa
arctic paper 
alk-abell� a/s
akzo nobel 
ak steel 
isu-af ooo 
akzo nobel 
do & 
energa sa
telia company 
aker solutions
svenska cellulosa 
akzo nobel 
akme star 
akdeniz guvenlik 
kungsleden aktiebolag
0
aksa akrilik 
ekarat engineering 
akzoindia6.bo
akzo nobel 
alkane resources 
aksa enerji 
integer.pl spolka 
audio pixels 
aktia bank 
azkoyen sa 
aker solutions
a. k. 
akastor asa 
0
ccc 
orange polska 
telia company 
akamai tech. 
teak holz 
akkhie prakarn 
sensodetect aktiebolag 
scania aktiebolag 
ksb aktiengesellschaft
gielda papier�w 
aker asa 
ak steel 
akorn  
0
akkhie prakarn 
auckland city 
akar laminators 
grupo mexicano 
software aktiengesellschaft
kuka aktiengesellschaft
phoenix metals 
